"证券代码
Securities Code","证券名称
Securities Name","证券英文名称
Securities Name(Eng.)","交易所
Exchange","中证一级代码
CICS 1st Level Code","中证一级名称
CICS 1st Level Name","中证一级英文名称
CICS 1st Level Name(Eng.)","中证二级代码
CICS 2nd Level Code","中证二级名称
CICS 2nd Level Name","中证二级英文名称
CICS 2nd Level Name(Eng.)","中证三级代码
CICS 3rd Level Code","中证三级名称
CICS 3rd Level Name","中证三级英文名称
CICS 3rd Level Name(Eng.)","中证四级代码
CICS 4th Level Code","中证四级名称
CICS 4th Level Name","中证四级英文名称
CICS 4th Level Name(Eng.)","沪深300行业指数
CSI300 Sector Index","沪深300行业指数英文名称
CSI300 Sector Index Name (Eng.)"
002435,长江健康,"ChangjiangRunfa Health Industry Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
002436,兴森科技,Shenzhen Fastprint Circuit Tech Co Ltd,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
002437,誉衡药业,Harbin Gloria Pharmaceuticals Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
002438,江苏神通,Jiangsu Shentong Valve Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
002439,启明星辰,Beijing Venustech Inc.,Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
002440,闰土股份,Zhejiang Runtu Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010204,印染化学品,Dyeing and Printing Chemicals,,
002441,众业达,Zhongyeda Electric Co Ltd,Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
002442,龙星化工,"Longxing Chemical Stock Co.,Ltd",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010203,橡胶制品,Rubber,,
002443,金洲管道,Zhejiang Kingland Pipeline and Technologies Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
002444,巨星科技,Hangzhou Great Star Industrial Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
002445,ST中南,"Zhongnan Red Culture Group Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040102,广播与有线电视,Broadcasting & Cable TV,,
002446,盛路通信,Guangdong Shenglu Telecommunication Tech Co Ltd,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
002447,晨鑫科技,"Dalian Morningstar Network Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
002448,中原内配,ZYNP Corporation,Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
002449,国星光电,Foshan NationStar Optoelectronics Co Ltd,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
002450,*ST康得,"Kangde Xin Composite Material Group Co.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010202,塑料制品,Plastics,,
002451,摩恩电气,Shanghai Morn Electric Equipment Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
002452,长高集团,Hunan Changgao High Voltage Switchgear Group Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
002453,华软科技,"Great Chinasoft Technology Co.,Ltd",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
002454,松芝股份,"Songz Automobile Air Conditioning Co.,Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
002455,百川股份,Wuxi Baichuan Chemical Industry Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
002456,欧菲光,"OFILM Group Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,300信息,CSI 300 Info Technology
002457,青龙管业,"Ningxia Qinglong Pipes Industry Group Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020102,建筑产品,Building Products,02010201,建筑产品,Building Products,,
002458,益生股份,Shan Dong Yisheng Livestock & Poultry Breeding Co Ltd,Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020401,畜牧产品,Livestock Products,,
002459,晶澳科技,"JA Solar Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
002460,赣锋锂业,Ganfeng Lithium Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010504,稀有金属,Rare Metals,300材料,CSI 300 Materials
002461,珠江啤酒,Guangzhou Zhujiang Brewery Co Ltd,Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040201,饮料,Beverages,04020102,啤酒,Brewers,,
002462,嘉事堂,Cachet Pharmaceutical Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020203,药品经销商,Drug Distributors,,
002463,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
002464,众应互联,"Whole Easy Internet Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
002465,海格通信,Guangzhou Haige Communications Group Incorporated Company,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
002466,天齐锂业,"Tianqi Lithium Industries, Inc.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010504,稀有金属,Rare Metals,300材料,CSI 300 Materials
002467,二六三,Net263 Ltd,Shenzhen,08,电信业务,Telecommunication Services,0801,电信服务,Telecom Services,080102,电信增值服务,Telecom Value Added Service,08010201,电信增值服务,Telecom Value Added Service,,
002468,申通快递,"STO Express Co.,Ltd.",Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020301,航空货运与物流,Air Freight & Logistics,02030102,物流,Logistics,300工业,CSI 300 Industrials
002469,三维工程,Shandong Sunway Petrochemical Engineering Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010301,土木工程,Civil Engineering,,
002470,金正大,"Kingenta Ecological Engineering Group Co., Ltd",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
002471,中超控股,"Jiangsu Zhongchao Holding CO.,LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
002472,双环传动,Zhejiang Shuanghuan Driveline Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
002473,圣莱达,Ningbo Sunlight Electrical Appliance Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030201,家庭耐用消费品,Household Durables,03020103,家用电器,Household Appliances,,
002474,榕基软件,Fujian Rongji Software Co Ltd,Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
002475,立讯精密,"Luxshare Precision Industry Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,300信息,CSI 300 Info Technology
002476,宝莫股份,Shandong Polymer Biochemicals Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
002478,常宝股份,Jiangsu Changbao Steeltube Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
002479,富春环保,Zhejiang Fuchunjiang Environmental Thermoelectric Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010703,环保服务,Environmental Protection Service,,
002480,新筑股份,Chengdu Xinzhu Road & Bridge Machinery Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
002481,双塔食品,Yantai Shuang Ta Food Co Ltd,Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020403,其他农产品,Other Agriculture Products,,
002482,广田集团,"SHENZHEN GRANDLAND GROUP CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010302,建筑装修,Building Decoration Engineering,,
002483,润邦股份,Jiangsu Rainbow Heavy Industries Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010602,工程机械,Construction Machinery,,
002484,江海股份,Nantong Jianghai Capacitor Co Ltd,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
002485,希努尔,Sinoer Men's Wear Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020301,服装服饰,Apparel,,
002486,嘉麟杰,Shanghai Challenge Textile Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020303,纺织品,Textiles,,
002487,大金重工,Dajin Heavy Industry Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010402,重型电气设备,Heavy Electrical Equipment,,
002488,金固股份,Zhejiang Jingu Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
002489,浙江永强,Yotrio Group Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030202,休闲设备与用品,Leisure Equipment & Products,03020201,休闲设备与用品,Leisure Equipment & Products,,
002490,山东墨龙,Shandong Molong Petroleum Machinery Co Ltd,Shenzhen,00,能源,Energy,0001,能源,Energy,000101,能源开采设备与服务,Energy Equipment & Services,00010102,石油与天然气开采设备与服务,Oil & Gas Equipment & Services,,
002491,通鼎互联,"TONGDING INTERCONNECTION INFORMATION CO., LTD.",Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
002492,恒基达鑫,Zhuhai Winbase International Chemical Tank Terminal Co Ltd,Shenzhen,00,能源,Energy,0001,能源,Energy,000102,石油与天然气,Oil & Gas,00010204,石油与天然气的储存和运输,Oil & Gas Storage & Transportation,,
002493,荣盛石化,Rongsheng Petro Chemical Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010205,纤维及树脂,Fiber and Resin,300材料,CSI 300 Materials
002494,华斯股份,Huasi Holding Company Limited,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020301,服装服饰,Apparel,,
002495,佳隆股份,Guangdong Jialong Food Co Ltd,Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040202,包装食品与肉类,Packaged Foods & Meats,04020201,包装食品与肉类,Packaged Foods & Meats,,
002496,辉丰股份,"JIANGSU HUIFENG BIO AGRICULTURE CO., LTD.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
002497,雅化集团,Sichuan Yahua Industrial Group Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
002498,汉缆股份,Qingdao Hanhe Cable Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
002499,*ST科林,Kelin Environmental Protection Equipment Co Ltd,Shenzhen,09,公用事业,Utilities,0901,公用事业,Utilities,090101,电力,Power,09010104,新能源发电,New Energy Power,,
002500,山西证券,Shanxi Securities Co Ltd,Shenzhen,06,金融地产,Financials,0603,资本市场,Capital Markets,060301,资本市场,Capital Markets,06030102,投资银行业与经纪业,Investment Banking & Brokerage,,
002501,*ST利源,"Jilin Liyuan Precision Manufacturing Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010501,铝,Aluminum,,
002502,鼎龙文化,"Dinglong Culture Co.,Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040103,电影与娱乐,Movies & Entertainment,,
002503,搜于特,Dongguan Souyute Fashion Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020301,服装服饰,Apparel,,
002504,弘高创意,"Beijing Honggao Creative Construction Design Co., Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010302,建筑装修,Building Decoration Engineering,,
002505,大康农业,"HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE CO.,LTD",Shenzhen,04,主要消费,Consumer Staples,0401,食品与主要用品零售,Food & Staples Retailing,040101,食品与主要用品零售,Food & Staples Retailing,04010101,食品经销商,Food Distributor,,
